species_id,common_name,genus,genus_id,genus_common_name,species,kingdom,itis_taxonomic_sn,functional_type,class_id,class_common_name,class_name,order_id,order_common_name,order_name,family_id,family_name,family_common_name,species_type
120,'ohi'a lehua,Metrosideros,798,Lehuas (Metrosideros),polymorpha,Plantae,27259,Evergreen broadleaf,15,Flowering Plants,Magnoliopsida,89,Myrtle and Evening-primrose Families,Myrtales,301,Myrtaceae,Myrtle Family,"[{'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
1436,absinthium,Artemisia,437,Sagebrushes (Artemisia),absinthium,Plantae,35445,Forb,15,Flowering Plants,Magnoliopsida,69,"Aster, Bellflower and Buckbean Families",Asterales,242,Asteraceae,Aster Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 4, 'Species_Type': 'Invasive Plants', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1227,Acadian flycatcher,Empidonax,612,Empidonax Flycatchers (Empidonax),virescens,Animalia,178339,Bird,5,Birds,Aves,31,Perching Birds,Passeriformes,154,Tyrannidae,Tyrant Flycatchers,"[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}]"
1229,acorn woodpecker,Melanerpes,790,Melanerpine Woodpeckers (Melanerpes),formicivorus,Animalia,178189,Bird,5,Birds,Aves,33,Woodpeckers,Piciformes,158,Picidae,Woodpeckers,"[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}]"
2110,Adam and Eve,Aplectrum,1285,Adam and Eves (Aplectrum),hyemale,Plantae,43489,Forb,15,Flowering Plants,Magnoliopsida,68,"Asparagas, Iris, Orchid and Aloe Families",Asparagales,307,Orchidaceae,Orchid Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1677,African Bermudagrass,Cynodon,573,Bermudagrasses (Cynodon),nlemfuensis,Plantae,501908,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 4, 'Species_Type': 'Invasive Plants', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}]"
2179,African mustard,Strigosella,1312,African Mustards (Strigosella),africana,Plantae,822984,Forb,15,Flowering Plants,Magnoliopsida,71,Mustard and Meadow-foam Families,Brassicales,248,Brassicaceae,Mustard Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
2300,Agapostemon sweat bee,Agapostemon,384,Striped Sweat Bees (Agapostemon),spp.,Animalia,154351,Insect,8,Insects,Insecta,42,"Ants, Bees and Wasps",Hymenoptera,174,Halictidae,Sweat Bees,"[{'Species_Type_ID': 22, 'Species_Type': 'Insect - Bee/Ant/Termite', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}, {'Species_Type_ID': 25, 'Species_Type': 'Insect - All', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss9six-spotted_tiger_beetle_insect_final.png'}]"
1343,alderleaf mountain-mahogany,Cercocarpus,514,Mountain Mahoganies (Cercocarpus),montanus,Plantae,25136,Semi-evergreen broadleaf,15,Flowering Plants,Magnoliopsida,96,"Oleaster, Buckthorn, Rose and Elm Families",Rosales,325,Rosaceae,Rose Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}]"
174,alfalfa,Medicago,786,Alfalfas (Medicago),sativa,Plantae,183623,Forb,15,Flowering Plants,Magnoliopsida,78,Pea and Milkwort Families,Fabales,270,Fabaceae,Pea Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 6, 'Species_Type': 'Crop', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}, {'Species_Type_ID': 29, 'Species_Type': 'Calibration', 'Comment': None, 'User_Display': 0, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1032,alkali sacaton,Sporobolus,1018,Dropseeds (Sporobolus),airoides,Plantae,42128,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}, {'Species_Type_ID': 33, 'Species_Type': 'Southwest Season Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1174,Allegheny serviceberry,Amelanchier,402,Serviceberries (Amelanchier),laevis,Plantae,182046,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,96,"Oleaster, Buckthorn, Rose and Elm Families",Rosales,325,Rosaceae,Rose Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
1414,Allen's hummingbird,Selasphorus,989,Rufous Hummingbirds (Selasphorus),sasin,Animalia,178041,Bird,5,Birds,Aves,21,Hummingbirds and Swifts,Apodiformes,116,Trochilidae,Hummingbirds,"[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}]"
1354,alligator juniper,Juniperus,729,Junipers (Juniperus),deppeana,Plantae,194834,Evergreen conifer,16,Conifers,Pinopsida,102,Conifers,Pinales,348,Cupressaceae,Cypress Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 11, 'Species_Type': 'Coniferous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1861,alpine azalea,Kalmia,731,Laurels (Kalmia),procumbens,Plantae,565766,Evergreen broadleaf,15,Flowering Plants,Magnoliopsida,77,"Heath, Phlox and Pitcher-plant Families",Ericales,268,Ericaceae,Heath Family,"[{'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}]"
1847,alpine bearberry,Arctous,1148,Bearberries (Arctous),alpina,Plantae,509023,Semi-evergreen broadleaf,15,Flowering Plants,Magnoliopsida,77,"Heath, Phlox and Pitcher-plant Families",Ericales,268,Ericaceae,Heath Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}]"
2089,alpine clover,Trifolium,1065,Clovers (Trifolium),dasyphyllum,Plantae,26236,Forb,15,Flowering Plants,Magnoliopsida,78,Pea and Milkwort Families,Fabales,270,Fabaceae,Pea Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1624,alpine lake false dandelion,Nothocalais,827,False Dandelions (Nothocalais),alpestris,Plantae,38131,Forb,15,Flowering Plants,Magnoliopsida,69,"Aster, Bellflower and Buckbean Families",Asterales,242,Asteraceae,Aster Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1988,alpine lewisia,Lewisia,749,Lewisias (Lewisia),pygmaea,Plantae,20486,Forb,15,Flowering Plants,Magnoliopsida,72,"Cactus, Miner's-lettuce and Buckwheat Families",Caryophyllales,298,Montiaceae,Miner's-lettuce Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
951,alpine mountainsorrel,Oxyria,851,Mountainsorrels (Oxyria),digyna,Plantae,20846,Forb,15,Flowering Plants,Magnoliopsida,72,"Cactus, Miner's-lettuce and Buckwheat Families",Caryophyllales,319,Polygonaceae,Buckwheat Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
2013,alpine oreoxis,Oreoxis,1233,Alpineparsleys (Oreoxis),alpina,Plantae,29779,Forb,15,Flowering Plants,Magnoliopsida,65,Carrot and Ginseng Families,Apiales,234,Apiaceae,Carrot Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1902,alpine sagebrush,Artemisia,437,Sagebrushes (Artemisia),scopulorum,Plantae,35493,Forb,15,Flowering Plants,Magnoliopsida,69,"Aster, Bellflower and Buckbean Families",Asterales,242,Asteraceae,Aster Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
888,alpine sweetvetch,Hedysarum,694,Sweetvetches (Hedysarum),alpinum,Plantae,26723,Forb,15,Flowering Plants,Magnoliopsida,78,Pea and Milkwort Families,Fabales,270,Fabaceae,Pea Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1971,Altai fescue,Festuca,649,Fescue Grasses (Festuca),altaica,Plantae,40808,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}]"
1446,alternateleaf dogwood,Cornus,560,Dogwoods (Cornus),alternifolia,Plantae,27813,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,75,"Dogwood, Hydrangea and Tupelo Families",Cornales,262,Cornaceae,Dogwood Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 32, 'Species_Type': 'Shady Invaders Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
418,American alligator,Alligator,395,Alligators (Alligator),mississippiensis,Animalia,551771,Reptile,10,Reptiles,Reptilia,53,Alligators and Crocodiles,Crocodilia,205,Alligatoridae,Alligators,"[{'Species_Type_ID': 20, 'Species_Type': 'Reptile', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}, {'Species_Type_ID': 27, 'Species_Type': 'Reptile and Amphibian', 'Comment': None, 'User_Display': 0, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss4copes_gray_treefrog_herp_final.png'}]"
1668,American badger,Taxidea,1043,American Badgers (Taxidea),taxus,Animalia,180565,Mammal,9,Mammals,Mammalia,48,Carnivores,Carnivora,194,Mustelidae,"Badgers, Weasels and Otters","[{'Species_Type_ID': 18, 'Species_Type': 'Mammal', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss7racoon_mammal_final.png'}]"
93,American basswood,Tilia,1056,Lindens (Tilia),americana,Plantae,21536,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,88,Mallow and Mezereum Families,Malvales,294,Malvaceae,Mallow Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
812,American beautyberry,Callicarpa,477,Beautyberries (Callicarpa),americana,Plantae,32144,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,83,"Mint, Olive and Plantain Families",Lamiales,286,Lamiaceae,Mint Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}]"
79,American beech,Fagus,645,Beeches (Fagus),grandifolia,Plantae,19462,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,79,"Birch, Beech, Walnut and Bayberry Families",Fagales,271,Fagaceae,Beech Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
2113,American bellflower,Campanula,489,Bellflowers (Campanula),americana,Plantae,34474,Forb,15,Flowering Plants,Magnoliopsida,69,"Aster, Bellflower and Buckbean Families",Asterales,252,Campanulaceae,Bellflower Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1599,American bistort,Bistorta,458,Bistorts (Bistorta),bistortoides,Plantae,509552,Forb,15,Flowering Plants,Magnoliopsida,72,"Cactus, Miner's-lettuce and Buckwheat Families",Caryophyllales,319,Polygonaceae,Buckwheat Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1082,American black duck,Anas,407,Dabbling Ducks (Anas),rubripes,Animalia,175068,Bird,5,Birds,Aves,20,"Ducks, Geese and Waterfowl",Anseriformes,114,Anatidae,"Ducks, Geese and Waterfowl","[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}]"
1832,American black elderberry,Sambucus,973,Elderberries (Sambucus),nigra-canadensis,Plantae,525079,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,76,Moschatel and Honeysuckle Families,Dipsacales,228,Adoxaceae,Moschatel Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 6, 'Species_Type': 'Crop', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
348,American bullfrog,Lithobates,764,American Water Frogs (Lithobates),catesbeianus,Animalia,775084,Amphibian,4,Amphibians,Amphibia,17,Frogs and Toads,Anura,107,Ranidae,True Frogs,"[{'Species_Type_ID': 14, 'Species_Type': 'Amphibian', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}, {'Species_Type_ID': 27, 'Species_Type': 'Reptile and Amphibian', 'Comment': None, 'User_Display': 0, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss4copes_gray_treefrog_herp_final.png'}, {'Species_Type_ID': 28, 'Species_Type': 'Invasive Animals', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}]"
2122,American cancer-root,Conopholis,1289,Cancer-roots (Conopholis),americana,Plantae,34274,Forb,15,Flowering Plants,Magnoliopsida,83,"Mint, Olive and Plantain Families",Lamiales,308,Orobanchaceae,Broom-rape Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
1717,American century plant,Agave,385,Agaves (Agave),americana,Plantae,182660,Evergreen broadleaf,15,Flowering Plants,Magnoliopsida,68,"Asparagas, Iris, Orchid and Aloe Families",Asparagales,241,Asparagaceae,Asparagas Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 35, 'Species_Type': 'Flowers for Bats Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
724,American chestnut,Castanea,501,Chestnuts (Castanea),dentata,Plantae,19454,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,79,"Birch, Beech, Walnut and Bayberry Families",Fagales,271,Fagaceae,Beech Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
1627,American common reed,Phragmites,887,Common Reeds (Phragmites),australis-americanus,Plantae,1053533,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}]"
1379,American coot,Fulica,659,Coots (Fulica),americana,Animalia,176292,Bird,5,Birds,Aves,30,"Cranes, Coots and Rails",Gruiformes,131,Rallidae,"Rails, Gallinules and Coots","[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}]"
1225,American crow,Corvus,561,Crows (Corvus),brachyrhynchos,Animalia,179731,Bird,5,Birds,Aves,31,Perching Birds,Passeriformes,138,Corvidae,"Crows, Jays and Magpies","[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}]"
1657,American dipper,Cinclus,536,Dippers (Cinclus),mexicanus,Animalia,178536,Bird,5,Birds,Aves,31,Perching Birds,Passeriformes,137,Cinclidae,Dippers,"[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}]"
910,American dunegrass,Leymus,750,Wildryes (Leymus),mollis,Plantae,503437,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
251,American eel,Anguilla,414,Freshwater Eels (Anguilla),rostrata,Animalia,161127,Fish,11,Advanced Ray-finned Fishes,Teleostei,56,Eels,Anguilliformes,220,Anguillidae,Freshwater Eels,"[{'Species_Type_ID': 16, 'Species_Type': 'Fish', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss10sockeye_salmon_fish_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
